# June 2018
# Blast hits and expectation values
# seq_id    start-end e_val
seq_id start_end exp_val
HM010520 1-1037 2.92e-71
HM010573 1-1037 2.92e-71
DQ324097 70-872 2.92e-71
GQ275192 70-872 2.92e-71
GQ862630 22-1037 2.92e-71
FJ416214 61-671 2.92e-71
FJ416211 61-671 2.92e-71
EU082518 70-872 2.92e-71
AY862098 70-1077 2.92e-71
LC215187 92-884 1.05e-70
KC522356 77-704 1.05e-70
KR491692 9-996 1.05e-70
KM283297 706-82 1.05e-70
JQ861150 44-1055 1.05e-70
JQ741565 21-678 1.05e-70
GU324231 68-782 1.05e-70
FJ458988 68-872 1.05e-70
FJ416230 61-673 1.05e-70
FJ416228 61-673 1.05e-70
EU443128 82-562 1.05e-70
AP009531 14412-15477 1.05e-70
AP009529 14411-15422 1.05e-70
EU274421 68-1133 1.05e-70
EU250968 18-498 1.05e-70
EF017541 75-1041 1.05e-70
DQ167384 42-684 1.05e-70
DQ167383 42-684 1.05e-70
DQ167381 42-684 1.05e-70
DQ167380 42-684 1.05e-70
DQ167368 42-663 1.05e-70
DQ167365 42-684 1.05e-70
DQ167363 42-684 1.05e-70
KR423947 1-777 3.77e-70
KU305862 15-1064 3.77e-70
KR149585 4-660 3.77e-70
KJ696843 98-1117 3.77e-70
KF968938 1-486 3.77e-70
KF968872 1-486 3.77e-70
AB373005 14452-15414 3.77e-70
DQ882012 13-759 3.77e-70
AY497457 68-1037 3.77e-70
AF412137 7-863 3.77e-70
MG028022 1-863 1.36e-69
MG028021 1-863 1.36e-69
MG028020 1-863 1.36e-69
MG028019 1-863 1.36e-69
MG028018 1-863 1.36e-69
MG028017 1-863 1.36e-69
MG028016 1-863 1.36e-69
MG028015 1-863 1.36e-69
MG028014 1-863 1.36e-69
MG028013 1-863 1.36e-69
MG028012 1-863 1.36e-69
MG028011 1-863 1.36e-69
MG028010 1-863 1.36e-69
MG028009 1-863 1.36e-69
KY996509 14232-15229 1.36e-69
LC215188 3-892 1.36e-69
KC620289 25-839 1.36e-69
KY382602 16-989 1.36e-69
KC993101 1-704 1.36e-69
LN835003 61-1040 1.36e-69
LN834991 61-1040 1.36e-69
LN834990 61-1040 1.36e-69
LN834987 61-1040 1.36e-69
LN834965 61-1040 1.36e-69
LN834961 61-1040 1.36e-69
LN834893 61-1040 1.36e-69
LN834892 61-1040 1.36e-69
LN834890 61-1040 1.36e-69
LN834887 61-1040 1.36e-69
LN834878 61-1040 1.36e-69
LN834794 61-1040 1.36e-69
KP769967 4-785 1.36e-69
KP769965 4-785 1.36e-69
KT285171 14446-15242 1.36e-69
KP322841 63-574 1.36e-69
KM083003 4-785 1.36e-69
KJ868141 14230-15227 1.36e-69
KF815311 43-1055 1.36e-69
JQ741564 21-673 1.36e-69
JQ346143 70-1058 1.36e-69
AP011222 14428-15416 1.36e-69
HM010587 1-1037 1.36e-69
GQ862629 22-1037 1.36e-69
FJ416221 61-671 1.36e-69
FJ416217 61-671 1.36e-69
FJ416216 61-671 1.36e-69
FJ416215 61-671 1.36e-69
FJ416213 61-671 1.36e-69
FJ416212 61-671 1.36e-69
EF368032 58-1055 1.36e-69
EU082523 70-872 1.36e-69
EU082522 70-872 1.36e-69
EF126093 68-1080 1.36e-69
DQ422081 10-815 1.36e-69
AF412146 1-863 1.36e-69
KY781654 1-553 4.88e-69
KX769089 1-949 4.88e-69
KX769084 1-949 4.88e-69
KX755259 51-531 4.88e-69
JQ861151 43-1054 4.88e-69
HQ289539 1-965 4.88e-69
GU324230 68-782 4.88e-69
GU324226 68-782 4.88e-69
GU324225 68-782 4.88e-69
FJ416231 61-673 4.88e-69
DQ167378 42-684 4.88e-69
DQ167377 42-684 4.88e-69
DQ167376 42-684 4.88e-69
DQ167375 42-684 4.88e-69
DQ167371 42-663 4.88e-69
DQ167367 42-663 4.88e-69
DQ167366 42-663 4.88e-69
AB098108 47-527 4.88e-69
MG958213 36-536 1.75e-68
MH031860 55-873 1.75e-68
KU305866 15-1064 1.75e-68
KU305865 15-1064 1.75e-68
KU305839 15-1064 1.75e-68
KU305838 15-1064 1.75e-68
KU305837 15-1064 1.75e-68
KU305836 15-1064 1.75e-68
KU305835 15-1064 1.75e-68
KU305834 15-1064 1.75e-68
KU305833 15-1064 1.75e-68
KU305832 15-1064 1.75e-68
KU305831 15-1064 1.75e-68
KU305830 15-1064 1.75e-68
KU305829 15-1064 1.75e-68
KU305812 15-1064 1.75e-68
KU305811 15-1064 1.75e-68
KU305810 15-1064 1.75e-68
KM675171 31-1026 1.75e-68
AP013047 14405-15374 1.75e-68
JX856170 55-561 1.75e-68
JX856169 55-561 1.75e-68
JN009022 1-612 1.75e-68
JF892548 56-1075 1.75e-68
EU492288 55-1101 1.75e-68
EU224010 55-1101 1.75e-68
AF030712 48-692 1.75e-68
MH031887 55-860 6.31e-68
KX755273 53-531 6.31e-68
KX755265 51-655 6.31e-68
LN835018 61-1040 6.31e-68
LN835017 61-1040 6.31e-68
LN835016 61-1040 6.31e-68
LN835015 61-1040 6.31e-68
LN835014 61-1040 6.31e-68
LN835012 61-1040 6.31e-68
LN835011 61-1040 6.31e-68
LN835010 61-1040 6.31e-68
LN835009 61-1040 6.31e-68
LN835008 61-1040 6.31e-68
LN835007 61-1040 6.31e-68
LN835006 61-1040 6.31e-68
LN835002 61-1040 6.31e-68
LN834999 61-1040 6.31e-68
LN834998 61-1040 6.31e-68
LN834997 61-1040 6.31e-68
LN834996 61-1040 6.31e-68
LN834995 61-1040 6.31e-68
LN834994 61-1040 6.31e-68
LN834993 61-1040 6.31e-68
LN834989 61-1040 6.31e-68
LN834986 61-1040 6.31e-68
LN834985 61-1040 6.31e-68
LN834984 61-1040 6.31e-68
LN834983 61-1040 6.31e-68
LN834982 61-1040 6.31e-68
LN834981 61-1040 6.31e-68
LN834980 61-1040 6.31e-68
LN834979 61-1040 6.31e-68
LN834978 61-1040 6.31e-68
LN834977 61-1040 6.31e-68
LN834976 61-1040 6.31e-68
LN834974 61-1040 6.31e-68
LN834973 61-1040 6.31e-68
LN834972 61-1040 6.31e-68
LN834971 61-1040 6.31e-68
LN834970 61-1040 6.31e-68
LN834969 61-1040 6.31e-68
LN834968 61-1040 6.31e-68
LN834967 61-1040 6.31e-68
LN834964 61-1040 6.31e-68
LN834962 61-1040 6.31e-68
LN834959 61-1040 6.31e-68
LN834956 61-1040 6.31e-68
LN834951 61-1040 6.31e-68
LN834950 61-1040 6.31e-68
LN834949 61-1040 6.31e-68
LN834948 61-1040 6.31e-68
LN834947 61-1040 6.31e-68
LN834946 61-1040 6.31e-68
LN834945 61-1040 6.31e-68
LN834934 61-1040 6.31e-68
LN834933 61-1040 6.31e-68
LN834927 61-1040 6.31e-68
LN834926 61-1040 6.31e-68
LN834925 61-1040 6.31e-68
LN834924 61-1040 6.31e-68
LN834923 61-1040 6.31e-68
LN834922 61-1040 6.31e-68
LN834921 61-1040 6.31e-68
LN834920 61-1040 6.31e-68
LN834919 61-1040 6.31e-68
LN834918 61-1040 6.31e-68
LN834917 61-1040 6.31e-68
LN834916 61-1040 6.31e-68
LN834915 61-1040 6.31e-68
LN834914 61-1040 6.31e-68
LN834913 61-1040 6.31e-68
LN834912 61-1040 6.31e-68
LN834911 61-1040 6.31e-68
LN834910 61-1040 6.31e-68
LN834909 61-1040 6.31e-68
LN834908 61-1040 6.31e-68
LN834907 61-1040 6.31e-68
LN834906 61-1040 6.31e-68
LN834905 61-1040 6.31e-68
LN834904 61-1040 6.31e-68
LN834903 61-1040 6.31e-68
LN834902 61-1040 6.31e-68
LN834901 61-1040 6.31e-68
LN834900 61-1040 6.31e-68
LN834899 61-1040 6.31e-68
LN834898 61-1040 6.31e-68
LN834897 61-1040 6.31e-68
LN834896 61-1040 6.31e-68
LN834895 61-1040 6.31e-68
LN834894 61-1040 6.31e-68
LN834891 61-1040 6.31e-68
LN834889 61-1040 6.31e-68
LN834888 61-1040 6.31e-68
LN834886 61-1040 6.31e-68
LN834885 61-1040 6.31e-68
LN834884 61-1040 6.31e-68
LN834882 61-1040 6.31e-68
LN834881 61-1040 6.31e-68
LN834880 61-1040 6.31e-68
LN834879 61-1040 6.31e-68
LN834877 61-1040 6.31e-68
LN834875 61-1040 6.31e-68
LN834874 61-1040 6.31e-68
LN834873 61-1040 6.31e-68
LN834872 61-1040 6.31e-68
LN834871 61-1040 6.31e-68
LN834870 61-1040 6.31e-68
LN834869 61-1040 6.31e-68
LN834868 61-1040 6.31e-68
LN834867 61-1040 6.31e-68
LN834865 61-1040 6.31e-68
LN834864 61-1040 6.31e-68
LN834863 61-1040 6.31e-68
LN834862 61-1040 6.31e-68
LN834861 61-1040 6.31e-68
LN834860 61-1040 6.31e-68
LN834859 61-1040 6.31e-68
LN834858 61-1040 6.31e-68
LN834857 61-1040 6.31e-68
LN834856 61-1040 6.31e-68
LN834855 61-1040 6.31e-68
LN834854 61-1040 6.31e-68
LN834853 61-1040 6.31e-68
LN834852 61-1040 6.31e-68
LN834851 61-1040 6.31e-68
LN834850 61-1040 6.31e-68
LN834849 61-1040 6.31e-68
LN834848 61-1040 6.31e-68
LN834847 61-1040 6.31e-68
LN834846 61-1040 6.31e-68
LN834845 61-1040 6.31e-68
LN834844 61-1040 6.31e-68
LN834843 61-1040 6.31e-68
LN834842 61-1040 6.31e-68
LN834841 61-1040 6.31e-68
LN834840 61-1040 6.31e-68
LN834839 61-1040 6.31e-68
LN834838 61-1040 6.31e-68
LN834837 61-1040 6.31e-68
LN834836 61-1040 6.31e-68
LN834835 61-1040 6.31e-68
LN834834 61-1040 6.31e-68
LN834833 61-1040 6.31e-68
LN834832 61-1040 6.31e-68
LN834831 61-1040 6.31e-68
LN834830 61-1040 6.31e-68
LN834829 61-1040 6.31e-68
LN834828 61-1040 6.31e-68
LN834827 61-1040 6.31e-68
LN834826 61-1040 6.31e-68
LN834825 61-1040 6.31e-68
LN834824 61-1040 6.31e-68
LN834823 61-1040 6.31e-68
LN834822 61-1040 6.31e-68
LN834821 61-1040 6.31e-68
LN834820 61-1040 6.31e-68
LN834819 61-1040 6.31e-68
LN834815 61-1040 6.31e-68
LN834814 61-1040 6.31e-68
LN834809 61-1040 6.31e-68
LN834808 61-1040 6.31e-68
LN834806 61-1040 6.31e-68
LN834805 61-1040 6.31e-68
LN834804 61-1040 6.31e-68
LN834803 61-1040 6.31e-68
LN834802 61-1040 6.31e-68
LN834801 61-1040 6.31e-68
LN834800 61-1040 6.31e-68
LN834781 61-1040 6.31e-68
LN834766 61-1040 6.31e-68
LN834765 61-1040 6.31e-68
LN834764 61-1040 6.31e-68
LN834757 61-1040 6.31e-68
LN834753 61-1040 6.31e-68
LN834752 61-1040 6.31e-68
LN834750 61-1040 6.31e-68
LN834749 61-1040 6.31e-68
LN834748 61-1040 6.31e-68
LN834747 61-1040 6.31e-68
KR061639 70-1055 6.31e-68
KP722649 46-1028 6.31e-68
AP011386 14453-15420 6.31e-68
JX042230 31-513 6.31e-68
HM142578 1-1043 6.31e-68
EU116556 73-875 6.31e-68
GQ275194 70-872 6.31e-68
AM176577 14166-15145 6.31e-68
AF412147 1-863 6.31e-68
KX769126 1-949 2.27e-67
KX769090 1-949 2.27e-67
KX755274 51-531 2.27e-67
KX755260 51-531 2.27e-67
KX755257 51-531 2.27e-67
KC522359 78-705 2.27e-67
KC522358 78-705 2.27e-67
KC522353 78-558 2.27e-67
KU305852 15-1044 2.27e-67
KU305851 15-1044 2.27e-67
KU305850 15-1044 2.27e-67
KU305849 15-1044 2.27e-67
KU305847 15-1044 2.27e-67
KU305846 15-1044 2.27e-67
KU305845 15-1044 2.27e-67
KU305844 15-1044 2.27e-67
KU305843 15-1044 2.27e-67
KU305841 15-1044 2.27e-67
KU305840 15-1044 2.27e-67
KU305816 15-1044 2.27e-67
KU305807 15-1044 2.27e-67
KU305806 15-1044 2.27e-67
KU305805 15-1044 2.27e-67
JQ681915 44-1043 2.27e-67
FJ416233 79-563 2.27e-67
FJ416229 61-673 2.27e-67
FJ434545 68-1133 2.27e-67
EU250971 8-488 2.27e-67
EU250980 8-488 2.27e-67
DQ167369 42-663 2.27e-67
AB098114 37-517 2.27e-67
AB098110 37-517 2.27e-67
AB098109 47-527 2.27e-67
AB098105 47-527 2.27e-67
AB098101 47-527 2.27e-67
AP017949 14461-15460 8.16e-67
KR423959 1-777 8.16e-67
KU305828 15-1064 8.16e-67
KU305827 15-1064 8.16e-67
KR061553 70-871 8.16e-67
AB848943 48-1034 8.16e-67
AB848942 48-1034 8.16e-67
JX856171 55-561 8.16e-67
HM010574 1-1077 8.16e-67
AY781111 3-611 8.16e-67
LC213037 64-863 2.94e-66
MG570438 14465-15432 2.94e-66
KX755271 53-531 2.94e-66
KX755262 51-655 2.94e-66
LN835013 61-1040 2.94e-66
LN835001 61-1040 2.94e-66
LN835000 61-1040 2.94e-66
LN834988 61-1040 2.94e-66
LN834975 61-1040 2.94e-66
LN834963 61-1040 2.94e-66
LN834958 61-1040 2.94e-66
LN834957 61-1040 2.94e-66
LN834883 61-1040 2.94e-66
LN834876 61-1040 2.94e-66
LN834807 61-1040 2.94e-66
LN834797 61-1040 2.94e-66
LN834767 61-1040 2.94e-66
LN834761 61-1040 2.94e-66
LN834751 61-1040 2.94e-66
KR061637 70-1055 2.94e-66
JX029829 1-704 2.94e-66
JX029815 1-704 2.94e-66
JX029812 1-704 2.94e-66
JX029805 1-704 2.94e-66
JX029745 1-704 2.94e-66
JQ741392 30-529 2.94e-66
JQ042135 58-1055 2.94e-66
HM010598 1-1037 2.94e-66
HM010539 1-1037 2.94e-66
EU116514 61-1040 2.94e-66
FJ416220 61-671 2.94e-66
FJ416218 61-671 2.94e-66
EU271904 1-1037 2.94e-66
EF126092 67-1079 2.94e-66
AP002918 14531-15531 2.94e-66
KX769125 1-949 1.06e-65
KX755269 51-531 1.06e-65
KX755268 51-531 1.06e-65
KX755264 51-531 1.06e-65
KX755258 51-531 1.06e-65
KC522355 78-558 1.06e-65
KU305842 15-1044 1.06e-65
KU305808 15-1044 1.06e-65
KU305804 15-1044 1.06e-65
KJ566832 52-868 1.06e-65
KM099284 14389-15466 1.06e-65
KM283252 706-82 1.06e-65
KC696547 48-1077 1.06e-65
JN008999 6-612 1.06e-65
HQ857431 98-1086 1.06e-65
FJ416219 61-563 1.06e-65
EU250984 8-488 1.06e-65
EU250970 8-488 1.06e-65
EU250973 8-488 1.06e-65
EU250969 8-488 1.06e-65
DQ119413 55-1122 1.06e-65
AB098103 37-517 1.06e-65
AB098102 25-505 1.06e-65
KP006329 14373-15197 3.80e-65
KM400687 27-1018 3.80e-65
KP722626 39-1085 3.80e-65
JN009000 1-612 3.80e-65
EF646601 16-825 3.80e-65
LC213035 64-863 1.37e-64
MH031857 55-1055 1.37e-64
MH031855 55-1055 1.37e-64
MG028062 1-866 1.37e-64
MG570428 14465-15432 1.37e-64
MG570425 14465-15432 1.37e-64
KY593333 55-854 1.37e-64
KY781532 10-674 1.37e-64
KX755272 53-531 1.37e-64
KX755270 53-531 1.37e-64
KX755266 53-531 1.37e-64
KT324614 58-1055 1.37e-64
LN834955 61-1040 1.37e-64
LN834954 61-1040 1.37e-64
LN834953 61-1040 1.37e-64
LN834952 61-1040 1.37e-64
LN834943 61-1040 1.37e-64
LN834942 61-1040 1.37e-64
LN834799 61-1040 1.37e-64
LN834793 61-1040 1.37e-64
LN834792 61-1040 1.37e-64
LN834791 61-1040 1.37e-64
LN834789 61-1040 1.37e-64
LN834787 61-1040 1.37e-64
LN834782 61-1040 1.37e-64
LN834778 61-1040 1.37e-64
LN834776 61-1040 1.37e-64
LN834762 61-1040 1.37e-64
LN834760 61-1040 1.37e-64
LN834756 61-1040 1.37e-64
LN834755 61-1040 1.37e-64
LN834682 61-1040 1.37e-64
KP769966 4-785 1.37e-64
KC906442 9-776 1.37e-64
KF386526 16-824 1.37e-64
JX029827 1-704 1.37e-64
JX029820 1-704 1.37e-64
JX029810 1-704 1.37e-64
JX029801 1-704 1.37e-64
JX029795 1-704 1.37e-64
JX029793 1-704 1.37e-64
JX029786 1-704 1.37e-64
JX029784 1-704 1.37e-64
JX029783 1-704 1.37e-64
JX029770 1-704 1.37e-64
JX029766 1-704 1.37e-64
JX029744 1-704 1.37e-64
EF672695 14413-15425 1.37e-64
HM010589 1-1037 1.37e-64
HM010558 1-1037 1.37e-64
AY625697 1-1037 1.37e-64
AF412145 1-869 1.37e-64
AF090743 55-1037 1.37e-64
U34681 58-884 1.37e-64
MH031814 55-1040 4.91e-64
MH031813 55-1040 4.91e-64
KY781655 1-553 4.91e-64
KX755263 51-531 4.91e-64
KX755261 51-531 4.91e-64
KP013116 14465-15536 4.91e-64
KM283250 706-82 4.91e-64
JN009018 6-588 4.91e-64
JN009009 6-612 4.91e-64
JN009007 6-588 4.91e-64
GU324228 68-809 4.91e-64
FJ458982 68-872 4.91e-64
FJ458979 68-872 4.91e-64
AB098106 37-517 4.91e-64
KJ696844 23-1117 1.77e-63
HM010586 1-1077 1.77e-63
HM010519 1-1077 1.77e-63
HM010518 9-1037 1.77e-63
FJ829988 1-597 1.77e-63
LC213036 64-863 6.36e-63
MG028265 7-866 6.36e-63
MG028264 7-866 6.36e-63
MG028263 7-866 6.36e-63
MG028262 7-866 6.36e-63
MG028261 7-866 6.36e-63
MG028260 7-866 6.36e-63
MG028259 1-866 6.36e-63
MG028257 7-866 6.36e-63
MG028256 7-866 6.36e-63
MG028253 7-866 6.36e-63
MG028243 7-866 6.36e-63
MG028242 7-866 6.36e-63
MG028241 7-866 6.36e-63
MG028240 7-866 6.36e-63
MG028239 7-866 6.36e-63
MG028238 7-866 6.36e-63
MG028237 7-866 6.36e-63
MG028236 7-866 6.36e-63
MG028235 7-866 6.36e-63
MG028234 7-866 6.36e-63
MG028233 7-866 6.36e-63
MG028232 7-866 6.36e-63
MG028231 7-866 6.36e-63
MG028230 7-866 6.36e-63
MG028229 7-866 6.36e-63
MG028228 7-866 6.36e-63
MG028227 7-866 6.36e-63
MG028107 1-866 6.36e-63
MG028090 1-866 6.36e-63
MG028089 1-866 6.36e-63
MG028088 1-866 6.36e-63
MG028087 1-866 6.36e-63
MG028086 1-866 6.36e-63
MG028085 1-866 6.36e-63
MG028084 1-866 6.36e-63
MG028075 7-866 6.36e-63
MG028074 7-866 6.36e-63
MG028073 7-866 6.36e-63
MG028072 7-866 6.36e-63
MG028071 7-866 6.36e-63
MG028070 7-866 6.36e-63
MG028069 1-866 6.36e-63
MG028068 1-866 6.36e-63
MG028067 1-866 6.36e-63
MG028066 1-866 6.36e-63
MG028065 1-866 6.36e-63
MG028064 1-866 6.36e-63
MG028063 1-866 6.36e-63
MG028061 1-866 6.36e-63
MG028060 1-866 6.36e-63
MG028059 7-866 6.36e-63
MG028058 7-866 6.36e-63
MG028057 1-866 6.36e-63
MG028056 1-866 6.36e-63
MG028055 1-866 6.36e-63
MG028054 1-866 6.36e-63
MG028050 1-866 6.36e-63
MG028049 1-866 6.36e-63
MG028048 7-866 6.36e-63
MG028047 7-866 6.36e-63
MG028046 7-866 6.36e-63
MG028045 1-866 6.36e-63
MG028044 1-866 6.36e-63
MG028043 1-866 6.36e-63
MG028042 1-866 6.36e-63
MG028040 1-866 6.36e-63
KY575318 15-520 6.36e-63
KY575317 15-520 6.36e-63
KY575312 30-520 6.36e-63
KX755267 53-531 6.36e-63
KX022701 1-1037 6.36e-63
KX357713 64-863 6.36e-63
LN834940 61-1040 6.36e-63
LN834935 61-1040 6.36e-63
LN834866 61-1040 6.36e-63
LN834798 61-1040 6.36e-63
LN834790 61-1040 6.36e-63
LN834788 61-1040 6.36e-63
LN834783 61-1040 6.36e-63
LN834779 61-1040 6.36e-63
LN834775 61-1040 6.36e-63
LN834768 61-1040 6.36e-63
LN834759 61-1040 6.36e-63
LN834754 61-1040 6.36e-63
KT833753 1073-61 6.36e-63
KR061638 70-1055 6.36e-63
KJ696826 1-785 6.36e-63
KF386557 16-824 6.36e-63
KF386559 16-824 6.36e-63
KF386541 16-824 6.36e-63
KF386529 16-824 6.36e-63
KF386528 16-824 6.36e-63
JX029830 1-704 6.36e-63
JX029826 1-704 6.36e-63
JX029811 1-704 6.36e-63
JX029790 1-704 6.36e-63
JX029803 1-704 6.36e-63
JX029764 1-704 6.36e-63
JX029772 1-704 6.36e-63
JX029789 1-704 6.36e-63
JX029781 1-704 6.36e-63
JX029778 1-704 6.36e-63
JX029775 1-704 6.36e-63
JX029771 1-704 6.36e-63
JX029748 1-704 6.36e-63
JX029753 1-704 6.36e-63
JX029758 1-704 6.36e-63
JX029755 1-704 6.36e-63
JX029747 1-704 6.36e-63
JX029746 1-704 6.36e-63
JQ042136 58-1055 6.36e-63
HQ612189 47-678 6.36e-63
GQ272495 13-836 6.36e-63
EU082520 70-1055 6.36e-63
EF126100 58-1070 6.36e-63
EF439509 55-1055 6.36e-63
AF412135 7-866 6.36e-63
KT965279 14412-15438 2.29e-62
KJ492391 80-515 2.29e-62
KM283302 706-82 2.29e-62
KJ018966 1-670 2.29e-62
JN009039 6-588 2.29e-62
JN009034 6-588 2.29e-62
JN009023 6-588 2.29e-62
JN009010 6-588 2.29e-62
FJ458974 68-872 2.29e-62
AP009530 14412-15477 2.29e-62
AB079242 14144-15236 2.29e-62
AB098107 37-517 2.29e-62
MG958224 26-857 8.22e-62
KR061634 48-1055 8.22e-62
KR061557 70-871 8.22e-62
KF214247 1-1086 8.22e-62
JQ060217 1-777 8.22e-62
AP011613 12451-13282 8.22e-62
HM590601 57-1076 8.22e-62
HM010588 1-1077 8.22e-62
EU555283 15328-16311 8.22e-62
DQ324100 48-1055 8.22e-62
AF201597 60-1058 8.22e-62
AY722241 25-1044 8.22e-62
L11541 6-571 8.22e-62
MF317949 88-872 2.96e-61
MH031858 55-1055 2.96e-61
MG028053 1-866 2.96e-61
MG028052 1-866 2.96e-61
MG028051 1-866 2.96e-61
KY575316 15-520 2.96e-61
KY575315 15-520 2.96e-61
KY575314 15-520 2.96e-61
KY575313 30-520 2.96e-61
KY575311 15-520 2.96e-61
KY575310 15-520 2.96e-61
KX909662 2-483 2.96e-61
KX909661 2-483 2.96e-61
KX909660 2-483 2.96e-61
KX909659 2-483 2.96e-61
KX909645 2-483 2.96e-61
KX909639 2-483 2.96e-61
KX909638 2-483 2.96e-61
KX909620 2-483 2.96e-61
KX909603 2-483 2.96e-61
KT809432 25-1064 2.96e-61
KX022700 1-1037 2.96e-61
KX022699 1-1037 2.96e-61
KU886212 53-843 2.96e-61
LN834930 61-1040 2.96e-61
LN834796 61-1040 2.96e-61
LN834795 61-1040 2.96e-61
LN834780 61-1040 2.96e-61
LN834777 61-1040 2.96e-61
LN834770 61-1040 2.96e-61
KP013094 14449-15449 2.96e-61
KM659026 14368-15404 2.96e-61
KF386570 16-824 2.96e-61
KF386569 16-824 2.96e-61
KF386566 16-824 2.96e-61
KF386558 16-824 2.96e-61
KF386555 16-824 2.96e-61
KF386548 16-824 2.96e-61
KF386545 16-824 2.96e-61
KF386538 16-824 2.96e-61
KF386530 16-824 2.96e-61
KF386535 16-824 2.96e-61
KF386534 16-824 2.96e-61
JQ681916 44-1056 2.96e-61
JX029823 1-704 2.96e-61
JX029769 1-704 2.96e-61
JX029814 1-704 2.96e-61
JX029787 1-704 2.96e-61
JX029782 1-704 2.96e-61
JX029754 1-704 2.96e-61
JX029759 1-704 2.96e-61
JX029757 1-704 2.96e-61
EU220833 34-536 2.96e-61
KJ018942 1-670 1.06e-60
JN009029 6-588 1.06e-60
JN009008 6-588 1.06e-60
JN008998 6-588 1.06e-60
GQ275198 70-1055 1.06e-60
EF126098 67-1132 1.06e-60
EF646594 16-814 1.06e-60
LN834769 61-564 3.83e-60
KR061565 70-654 3.83e-60
KM283255 706-82 3.83e-60
JQ060216 1-777 3.83e-60
EU443108 84-899 3.83e-60
DQ324099 70-1055 3.83e-60
EF439508 55-1056 3.83e-60
EF017554 1-1095 3.83e-60
DQ450969 23-436 3.83e-60
DQ450967 29-436 3.83e-60
MF506829 55-1034 1.38e-59
KX909653 2-483 1.38e-59
KX909651 2-483 1.38e-59
KX909650 2-483 1.38e-59
KX909649 2-483 1.38e-59
KX909647 2-483 1.38e-59
KX909646 2-483 1.38e-59
KX909644 2-483 1.38e-59
KX909640 2-483 1.38e-59
KX909630 2-483 1.38e-59
KX909629 2-483 1.38e-59
KX909628 2-483 1.38e-59
KX909627 2-483 1.38e-59
KX909601 2-483 1.38e-59
LC147518 54-874 1.38e-59
KT809433 25-1064 1.38e-59
KT809431 25-1064 1.38e-59
KT319374 177-991 1.38e-59
KT319372 177-991 1.38e-59
KT319371 177-991 1.38e-59
LN835005 61-1040 1.38e-59
KR061636 70-1055 1.38e-59
KR061635 70-1055 1.38e-59
KR061567 70-671 1.38e-59
KJ566831 1-785 1.38e-59
KM875432 14412-15424 1.38e-59
KC906454 4-773 1.38e-59
KF386567 16-824 1.38e-59
KF386561 16-824 1.38e-59
KF386554 16-824 1.38e-59
KF386551 16-824 1.38e-59
KF386539 16-824 1.38e-59
KF386544 16-824 1.38e-59
JX442981 70-1139 1.38e-59
JQ693102 14434-15032 1.38e-59
JN132883 2-732 1.38e-59
JF892549 35-528 1.38e-59
HQ612212 53-678 1.38e-59
GU288553 88-803 1.38e-59
EU082519 70-1055 1.38e-59
EF126102 68-1080 1.38e-59
DQ342223 58-803 1.38e-59
DQ342222 58-803 1.38e-59
U01318 70-1139 1.38e-59
KU886211 56-849 4.95e-59
LN834992 61-673 4.95e-59
LN834960 61-673 4.95e-59
KU095835 1-481 4.95e-59
KJ018967 1-670 4.95e-59
KJ018964 1-670 4.95e-59
KJ018956 1-670 4.95e-59
KJ018948 1-670 4.95e-59
KJ018943 1-670 4.95e-59
KJ018937 1-670 4.95e-59
KJ018931 1-670 4.95e-59
KJ018926 1-670 4.95e-59
FJ416283 79-563 4.95e-59
FJ416282 79-563 4.95e-59
LN834941 61-1068 1.78e-58
LN834643 61-564 1.78e-58
KR061566 70-861 1.78e-58
KR061560 70-654 1.78e-58
KF434324 2-622 1.78e-58
KF434323 2-622 1.78e-58
EU349411 79-522 1.78e-58
EU349408 79-522 1.78e-58
EU349400 79-522 1.78e-58
EU349394 79-522 1.78e-58
HM147139 14373-15197 1.78e-58
FJ416261 79-540 1.78e-58
FJ416257 79-540 1.78e-58
FJ416255 79-540 1.78e-58
MG028183 1-866 6.40e-58
MG028181 1-866 6.40e-58
KX909652 2-483 6.40e-58
KX909618 2-483 6.40e-58
KX909617 2-483 6.40e-58
KX909616 2-483 6.40e-58
KX909612 2-483 6.40e-58
KX909611 2-483 6.40e-58
KX909600 2-483 6.40e-58
KT319373 177-991 6.40e-58
KR004507 23-501 6.40e-58
KC906446 9-776 6.40e-58
KF111725 14221-14720 6.40e-58
KF386563 16-824 6.40e-58
KF386527 16-824 6.40e-58
HQ612224 53-678 6.40e-58
GQ409967 14412-15409 6.40e-58
AP009527 14412-15424 6.40e-58
EF126103 68-1080 6.40e-58
EF126101 67-1079 6.40e-58
AY817145 163-1160 6.40e-58
L11560 6-562 6.40e-58
KU886210 56-849 2.30e-57
KJ492390 80-515 2.30e-57
KM283296 706-82 2.30e-57
KM283294 706-82 2.30e-57
KJ018968 1-670 2.30e-57
KJ018963 1-670 2.30e-57
KJ018962 1-670 2.30e-57
KJ018960 1-670 2.30e-57
KJ018955 1-670 2.30e-57
KJ018945 1-670 2.30e-57
KJ018944 1-670 2.30e-57
KJ018941 1-670 2.30e-57
KJ018940 1-670 2.30e-57
KJ018939 1-670 2.30e-57
KJ018938 1-670 2.30e-57
KJ018936 1-670 2.30e-57
KJ018934 1-670 2.30e-57
KJ018933 1-670 2.30e-57
KJ018930 1-670 2.30e-57
KJ018925 1-670 2.30e-57
